"metric","mean_in_group_0","mean_in_group_1","p_value"
"retweet_count",44.6491416309013,227.73348783314,3.17142807302277e-06
"reply_count",21.2317596566524,88.0787949015064,0.00134659205316134
"like_count",357.747854077253,3340.47972190035,3.06313715597859e-09
"quote_count",4.31276824034335,34.2676709154114,2.05400657190318e-06
"retweet_count_scaled",2.69643266693424e-05,0.000292888738802578,7.78740642200778e-07
"reply_count_scaled",1.59951196041402e-05,9.52174164604758e-05,3.60188151394751e-05
"like_count_scaled",0.000220940012278035,0.00444460126023631,1.1620048931688e-09
"quote_count_scaled",3.00189179025732e-06,4.15286590945156e-05,2.69203415778267e-06
"reply_sentiment_score",0.0418765738779859,-0.0266646053364956,0.0644357876851382
